idRequerimento,totalRegistros,numeroProtocolo,numeroProcesso,numeroRegistro,nomeValorMobiliario,tipoDeOferta,statusDaOferta,nomeEmissor,cnpjEmissor,nomeCoordenadorLider,cnpjCoordenadorLider,valorTotalEmReais,data,nomeTipoRequerimento,vasoComunicante,possuiBook,registroAutomatico
18308,4246,3605/2024,SRE/3605/2024,CVM/SRE/AUT/DEB/PRI/2024/877,Debêntures,PRIMARIA,Oferta Encerrada,GERDAU S.A.,33.611.500/0001-19,ITAU BBA ASSESSORIA FINANCEIRA S.A,04.845.753/0001-59,"1.500.000.000,0000",09/12/2024,OPD Aut Profissional - com bookbuilding - EGEM ou EFRF,True,True,True
18644,4246,3892/2024,SRE/3892/2024,CVM/SRE/AUT/DEB/PRI/2024/872;CVM/SRE/AUT/DEB/PRI/2024/873;CVM/SRE/AUT/DEB/PRI/2024/874;CVM/SRE/AUT/DEB/PRI/2024/875;CVM/SRE/AUT/DEB/PRI/2024/876,Debêntures,PRIMARIA,Oferta Encerrada,TRAVESSIA SECURITIZADORA DE CRÉDITOS FINANCEIROS S.A.,38.042.694/0001-00,OSLO CAPITAL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,13.673.855/0001-25,"5.000.000.000,0000",09/12/2024,OPD Aut Profissional - sem bookbuilding,False,False,True
18551,4246,3814/2024,SRE/3814/2024,CVM/SRE/AUT/DEB/PRI/2024/870;CVM/SRE/AUT/DEB/PRI/2024/871,Debêntures,PRIMARIA,Oferta Encerrada,KORA SAUDE PARTICIPACOES S.A.,13.270.520/0001-66,BTG PACTUAL INVESTMENT BANKING LTDA.,46.482.072/0001-13,"1.951.122.000,0000",06/12/2024,OPD Aut Profissional - com bookbuilding,False,True,True
18398,4246,3690/2024,SRE/3690/2024,CVM/SRE/AUT/DEB/PRI/2024/869,Debêntures,PRIMARIA,Oferta Encerrada,CONCESSIONÁRIA DO SISTEMA ANHANGUERA-BANDEIRANTES S.A.,02.451.848/0001-62,ITAU BBA ASSESSORIA FINANCEIRA S.A,04.845.753/0001-59,"2.000.000.000,0000",06/12/2024,OPD Aut Profissional - com bookbuilding,False,True,True
18341,4246,3640/2024,SRE/3640/2024,CVM/SRE/AUT/DEB/PRI/2024/868,Debêntures,PRIMARIA,Oferta Encerrada,CIMED & CO. S.A.,16.619.378/0001-08,"UBS BRASIL CORRETORA DE CAMBIO, TITULOS E VALORES MOBILIARIOS S.A.",02.819.125/0001-73,"500.000.000,0000",04/12/2024,OPD Aut Profissional - com bookbuilding - Emissor Não Registrado,False,True,True
18537,4246,3816/2024,SRE/3816/2024,CVM/SRE/AUT/DEB/PRI/2024/866;CVM/SRE/AUT/DEB/PRI/2024/867,Debêntures,PRIMARIA,Oferta Encerrada,CREDITCORP SECURITIZADORA S.A.,49.947.676/0001-86,TRINUS CAPITAL DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,02.276.653/0001-23,"185.400.000,0000",04/12/2024,OPD Aut Profissional - sem bookbuilding,False,False,True
18369,4246,3661/2024,SRE/3661/2024,CVM/SRE/AUT/DEB/PRI/2024/865,Debêntures,PRIMARIA,Oferta Encerrada,HOSPITAL ESPERANCA SA,02.284.062/0001-06,"UBS BRASIL CORRETORA DE CAMBIO, TITULOS E VALORES MOBILIARIOS S.A.",02.819.125/0001-73,"1.100.000.000,0000",03/12/2024,OPD Aut Profissional - com bookbuilding - Emissor Não Registrado,False,True,True
18400,4246,3687/2024,SRE/3687/2024,CVM/SRE/AUT/DEB/PRI/2024/864,Debêntures,PRIMARIA,Oferta Encerrada,ELETROMIDIA S.A.,09.347.516/0001-81,ITAU BBA ASSESSORIA FINANCEIRA S.A,04.845.753/0001-59,"500.000.000,0000",03/12/2024,OPD Aut Profissional - com bookbuilding,False,True,True
18097,4246,3442/2024,SRE/3442/2024,CVM/SRE/AUT/DEB/PRI/2024/863,Debêntures,PRIMARIA,Oferta Encerrada,GY ENERGY HOLDING III S.A,56.986.853/0001-07,ITAU BBA ASSESSORIA FINANCEIRA S.A,04.845.753/0001-59,"85.000.000,0000",03/12/2024,OPD Aut Profissional - com bookbuilding - Emissor Não Registrado,False,True,True
18406,4246,3695/2024,SRE/3695/2024,CVM/SRE/AUT/DEB/PRI/2024/862,Debêntures,PRIMARIA,Oferta Encerrada,URBA DESENVOLVIMENTO URBANO S.A.,10.571.175/0001-02,BANCO BRADESCO BBI S.A.,06.271.464/0001-19,"150.000.000,0000",02/12/2024,OPD Aut Profissional - com bookbuilding,False,True,True
18505,4246,3772/2024,SRE/3772/2024,CVM/SRE/AUT/DEB/PRI/2024/861,Debêntures,PRIMARIA,Oferta Encerrada,G10 TRANSPORTES S.A.,07.569.161/0001-40,BANCO BRADESCO BBI S.A.,06.271.464/0001-19,"80.000.000,0000",02/12/2024,OPD Aut Profissional - sem bookbuilding - Emissor Não Registrado,False,False,True
18294,4246,3602/2024,SRE/3602/2024,CVM/SRE/AUT/DEB/PRI/2024/860,Debêntures,PRIMARIA,Oferta Encerrada,TTCH4 Participações S.A.,42.554.669/0001-75,BANCO SANTANDER (BRASIL) S.A.,90.400.888/0001-42,"180.000.000,0000",02/12/2024,OPD Aut Profissional - com bookbuilding - Emissor Não Registrado,False,True,True
18090,4246,3445/2024,SRE/3445/2024,CVM/SRE/AUT/DEB/PRI/2024/858;CVM/SRE/AUT/DEB/PRI/2024/859,Debêntures,PRIMARIA,Oferta Encerrada,CIA SIDERURGICA NACIONAL,33.042.730/0001-04,BTG PACTUAL INVESTMENT BANKING LTDA.,46.482.072/0001-13,"500.000.000,0000",02/12/2024,OPD Aut Público em Geral ou Qualificado - com bookbuilding - EGEM ou EFRF,True,True,True
18399,4246,3693/2024,SRE/3693/2024,CVM/SRE/AUT/DEB/PRI/2024/857,Debêntures,PRIMARIA,Oferta Encerrada,MRL ENGENHARIA E EMPREENDIMENTOS S.A.,02.578.564/0001-31,BANCO BRADESCO BBI S.A.,06.271.464/0001-19,"250.000.000,0000",29/11/2024,OPD Aut Profissional - com bookbuilding - Emissor Não Registrado,False,True,True
18484,4246,3749/2024,SRE/3749/2024,CVM/SRE/AUT/DEB/PRI/2024/856,Debêntures,PRIMARIA,Oferta Encerrada,AEC CENTRO DE CONTATOS S/A,02.455.233/0001-04,ITAU BBA ASSESSORIA FINANCEIRA S.A,04.845.753/0001-59,"100.000.000,0000",29/11/2024,OPD Aut Profissional - sem bookbuilding - Emissor Não Registrado,False,False,True
18164,4246,3491/2024,SRE/3491/2024,CVM/SRE/AUT/DEB/PRI/2024/853;CVM/SRE/AUT/DEB/PRI/2024/854;CVM/SRE/AUT/DEB/PRI/2024/855,Debêntures,PRIMARIA,Oferta Encerrada,COMPANHIA BRASILEIRA DE DISTRIBUIÇÃO,47.508.411/0001-56,ITAU BBA ASSESSORIA FINANCEIRA S.A,04.845.753/0001-59,"1.386.229.603,0000",29/11/2024,OPD Aut Profissional - com bookbuilding,False,True,True
18330,4246,3625/2024,SRE/3625/2024,CVM/SRE/AUT/DEB/PRI/2024/852,Debêntures,PRIMARIA,Oferta Encerrada,LORENZETTI SA INDUSTRIAS BRASILEIRAS ELETROMETALURGICAS,61.413.282/0001-43,ITAU BBA ASSESSORIA FINANCEIRA S.A,04.845.753/0001-59,"200.000.000,0000",28/11/2024,OPD Aut Profissional - com bookbuilding - Emissor Não Registrado,False,True,True
18380,4246,3666/2024,SRE/3666/2024,CVM/SRE/AUT/DEB/PRI/2024/851,Debêntures,PRIMARIA,Oferta Encerrada,EQUATORIAL GOIAS DISTRIBUIDORA DE ENERGIA S.A.,01.543.032/0001-04,"UBS BRASIL CORRETORA DE CAMBIO, TITULOS E VALORES MOBILIARIOS S.A.",02.819.125/0001-73,"1.000.000.000,0000",28/11/2024,OPD Aut Profissional - com bookbuilding,False,True,True
18441,4246,3740/2024,SRE/3740/2024,CVM/SRE/AUT/DEB/PRI/2024/724;CVM/SRE/AUT/DEB/PRI/2024/725;CVM/SRE/AUT/DEB/PRI/2024/726;CVM/SRE/AUT/DEB/PRI/2024/727;CVM/SRE/AUT/DEB/PRI/2024/728;CVM/SRE/AUT/DEB/PRI/2024/729;CVM/SRE/AUT/DEB/PRI/2024/730;CVM/SRE/AUT/DEB/PRI/2024/731;CVM/SRE/AUT/DEB/PRI/2024/732;CVM/SRE/AUT/DEB/PRI/2024/733;CVM/SRE/AUT/DEB/PRI/2024/734;CVM/SRE/AUT/DEB/PRI/2024/735;CVM/SRE/AUT/DEB/PRI/2024/736;CVM/SRE/AUT/DEB/PRI/2024/737;CVM/SRE/AUT/DEB/PRI/2024/738;CVM/SRE/AUT/DEB/PRI/2024/739;CVM/SRE/AUT/DEB/PRI/2024/740;CVM/SRE/AUT/DEB/PRI/2024/741;CVM/SRE/AUT/DEB/PRI/2024/742;CVM/SRE/AUT/DEB/PRI/2024/743;CVM/SRE/AUT/DEB/PRI/2024/744;CVM/SRE/AUT/DEB/PRI/2024/745;CVM/SRE/AUT/DEB/PRI/2024/746;CVM/SRE/AUT/DEB/PRI/2024/747;CVM/SRE/AUT/DEB/PRI/2024/748;CVM/SRE/AUT/DEB/PRI/2024/749;CVM/SRE/AUT/DEB/PRI/2024/750;CVM/SRE/AUT/DEB/PRI/2024/751;CVM/SRE/AUT/DEB/PRI/2024/752;CVM/SRE/AUT/DEB/PRI/2024/753;CVM/SRE/AUT/DEB/PRI/2024/754;CVM/SRE/AUT/DEB/PRI/2024/755;CVM/SRE/AUT/DEB/PRI/2024/756;CVM/SRE/AUT/DEB/PRI/2024/757;CVM/SRE/AUT/DEB/PRI/2024/758;CVM/SRE/AUT/DEB/PRI/2024/759;CVM/SRE/AUT/DEB/PRI/2024/760;CVM/SRE/AUT/DEB/PRI/2024/761;CVM/SRE/AUT/DEB/PRI/2024/762;CVM/SRE/AUT/DEB/PRI/2024/763;CVM/SRE/AUT/DEB/PRI/2024/764;CVM/SRE/AUT/DEB/PRI/2024/765;CVM/SRE/AUT/DEB/PRI/2024/766;CVM/SRE/AUT/DEB/PRI/2024/767;CVM/SRE/AUT/DEB/PRI/2024/768;CVM/SRE/AUT/DEB/PRI/2024/769;CVM/SRE/AUT/DEB/PRI/2024/770;CVM/SRE/AUT/DEB/PRI/2024/771;CVM/SRE/AUT/DEB/PRI/2024/772;CVM/SRE/AUT/DEB/PRI/2024/773;CVM/SRE/AUT/DEB/PRI/2024/774;CVM/SRE/AUT/DEB/PRI/2024/775;CVM/SRE/AUT/DEB/PRI/2024/776;CVM/SRE/AUT/DEB/PRI/2024/777;CVM/SRE/AUT/DEB/PRI/2024/778;CVM/SRE/AUT/DEB/PRI/2024/779;CVM/SRE/AUT/DEB/PRI/2024/780;CVM/SRE/AUT/DEB/PRI/2024/781;CVM/SRE/AUT/DEB/PRI/2024/782;CVM/SRE/AUT/DEB/PRI/2024/783;CVM/SRE/AUT/DEB/PRI/2024/784;CVM/SRE/AUT/DEB/PRI/2024/785;CVM/SRE/AUT/DEB/PRI/2024/786;CVM/SRE/AUT/DEB/PRI/2024/787;CVM/SRE/AUT/DEB/PRI/2024/788;CVM/SRE/AUT/DEB/PRI/2024/789;CVM/SRE/AUT/DEB/PRI/2024/790;CVM/SRE/AUT/DEB/PRI/2024/791;CVM/SRE/AUT/DEB/PRI/2024/792;CVM/SRE/AUT/DEB/PRI/2024/793;CVM/SRE/AUT/DEB/PRI/2024/794;CVM/SRE/AUT/DEB/PRI/2024/795;CVM/SRE/AUT/DEB/PRI/2024/796;CVM/SRE/AUT/DEB/PRI/2024/797;CVM/SRE/AUT/DEB/PRI/2024/798;CVM/SRE/AUT/DEB/PRI/2024/799;CVM/SRE/AUT/DEB/PRI/2024/800;CVM/SRE/AUT/DEB/PRI/2024/801;CVM/SRE/AUT/DEB/PRI/2024/802;CVM/SRE/AUT/DEB/PRI/2024/803;CVM/SRE/AUT/DEB/PRI/2024/804;CVM/SRE/AUT/DEB/PRI/2024/805;CVM/SRE/AUT/DEB/PRI/2024/806;CVM/SRE/AUT/DEB/PRI/2024/807;CVM/SRE/AUT/DEB/PRI/2024/808;CVM/SRE/AUT/DEB/PRI/2024/809;CVM/SRE/AUT/DEB/PRI/2024/810;CVM/SRE/AUT/DEB/PRI/2024/811;CVM/SRE/AUT/DEB/PRI/2024/812;CVM/SRE/AUT/DEB/PRI/2024/813;CVM/SRE/AUT/DEB/PRI/2024/814;CVM/SRE/AUT/DEB/PRI/2024/815;CVM/SRE/AUT/DEB/PRI/2024/816;CVM/SRE/AUT/DEB/PRI/2024/817;CVM/SRE/AUT/DEB/PRI/2024/818;CVM/SRE/AUT/DEB/PRI/2024/819;CVM/SRE/AUT/DEB/PRI/2024/820;CVM/SRE/AUT/DEB/PRI/2024/821;CVM/SRE/AUT/DEB/PRI/2024/822;CVM/SRE/AUT/DEB/PRI/2024/823;CVM/SRE/AUT/DEB/PRI/2024/824;CVM/SRE/AUT/DEB/PRI/2024/825;CVM/SRE/AUT/DEB/PRI/2024/826;CVM/SRE/AUT/DEB/PRI/2024/827;CVM/SRE/AUT/DEB/PRI/2024/828;CVM/SRE/AUT/DEB/PRI/2024/829;CVM/SRE/AUT/DEB/PRI/2024/830;CVM/SRE/AUT/DEB/PRI/2024/831;CVM/SRE/AUT/DEB/PRI/2024/832;CVM/SRE/AUT/DEB/PRI/2024/833;CVM/SRE/AUT/DEB/PRI/2024/834;CVM/SRE/AUT/DEB/PRI/2024/835;CVM/SRE/AUT/DEB/PRI/2024/836;CVM/SRE/AUT/DEB/PRI/2024/837;CVM/SRE/AUT/DEB/PRI/2024/838;CVM/SRE/AUT/DEB/PRI/2024/839;CVM/SRE/AUT/DEB/PRI/2024/840;CVM/SRE/AUT/DEB/PRI/2024/841;CVM/SRE/AUT/DEB/PRI/2024/842;CVM/SRE/AUT/DEB/PRI/2024/843;CVM/SRE/AUT/DEB/PRI/2024/844;CVM/SRE/AUT/DEB/PRI/2024/845;CVM/SRE/AUT/DEB/PRI/2024/846;CVM/SRE/AUT/DEB/PRI/2024/847;CVM/SRE/AUT/DEB/PRI/2024/848;CVM/SRE/AUT/DEB/PRI/2024/849;CVM/SRE/AUT/DEB/PRI/2024/850,Debêntures,PRIMARIA,Oferta Encerrada,KANASTRA-1 COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS,57.626.348/0001-06,XP INVESTIMENTOS CCTVM S.A.,02.332.886/0001-04,"1.198.023.000,0000",28/11/2024,OPD Aut Profissional - sem bookbuilding - Emissor Não Registrado,False,False,True
18465,4246,3739/2024,SRE/3739/2024,CVM/SRE/AUT/DEB/PRI/2024/723,Debêntures,PRIMARIA,Oferta Encerrada,TRAVESSIA SECURITIZADORA DE CRÉDITOS FINANCEIROS S.A.,38.042.694/0001-00,TERRA INVESTIMENTOS DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,03.751.794/0001-13,"50.000.000,0000",28/11/2024,OPD Aut Profissional - sem bookbuilding,False,False,True
18252,4246,3566/2024,SRE/3566/2024,CVM/SRE/AUT/DEB/PRI/2024/722,Debêntures,PRIMARIA,Oferta Encerrada,PORTOCEM GERAÇÃO DE ENERGIA S.A.,27.241.084/0001-01,BANCO NACIONAL DE DESENVOLVIMENTO ECONÔMICO E SOCIAL - BNDES,33.657.248/0001-89,"4.500.000.000,0000",27/11/2024,OPD Aut Profissional - com bookbuilding - Emissor Não Registrado,False,True,True
18098,4246,3439/2024,SRE/3439/2024,CVM/SRE/AUT/DEB/PRI/2024/721,Debêntures,PRIMARIA,Oferta Encerrada,EQUIPAV SANEAMENTO S.A.,15.385.166/0001-40,BTG PACTUAL INVESTMENT BANKING LTDA.,46.482.072/0001-13,"1.200.000.000,0000",27/11/2024,OPD Aut Profissional - com bookbuilding,False,True,True
18340,4246,3716/2024,SRE/3716/2024,CVM/SRE/AUT/DEB/PRI/2024/720,Debêntures,PRIMARIA,Oferta Encerrada,VERT COMPANHIA SECURITIZADORA,25.005.683/0001-09,BANCO VOTORANTIM S.A.,59.588.111/0001-03,"74.800.000,0000",27/11/2024,OPD Aut Profissional - sem bookbuilding,False,False,True
18327,4246,3667/2024,SRE/3667/2024,CVM/SRE/AUT/DEB/PRI/2024/719,Debêntures,PRIMARIA,Oferta Encerrada,YDUQS PARTICIPACOES S.A.,08.807.432/0001-10,"UBS BRASIL CORRETORA DE CAMBIO, TITULOS E VALORES MOBILIARIOS S.A.",02.819.125/0001-73,"300.000.000,0000",25/11/2024,OPD Aut Profissional - sem bookbuilding,False,False,True
18250,4246,3563/2024,SRE/3563/2024,CVM/SRE/AUT/DEB/PRI/2024/718,Debêntures,PRIMARIA,Oferta Encerrada,FARMÁCIA E DROGARIA NISSEI S.A.,79.430.682/0001-22,ITAU BBA ASSESSORIA FINANCEIRA S.A,04.845.753/0001-59,"80.000.000,0000",22/11/2024,OPD Aut Profissional - com bookbuilding,False,True,True
17940,4246,3296/2024,SRE/3296/2024,CVM/SRE/AUT/DEB/PRI/2024/717,Debêntures,PRIMARIA,Oferta Encerrada,RCH EMPREENDIMENTOS IMOBILIARIOS S.A,38.128.791/0001-02,BANCO BRADESCO BBI S.A.,06.271.464/0001-19,"105.500.000,0000",21/11/2024,OPD Aut Profissional - com bookbuilding - Emissor Não Registrado,False,True,True
18181,4246,3542/2024,SRE/3542/2024,CVM/SRE/AUT/DEB/PRI/2024/716,Debêntures,PRIMARIA,Oferta Encerrada,ASCENTY DATA CENTERS E TELECOMUNICAÇÕES S.A.,13.743.550/0001-42,ITAU BBA ASSESSORIA FINANCEIRA S.A,04.845.753/0001-59,"569.800.000,0000",21/11/2024,OPD Aut Profissional - com bookbuilding - Emissor Não Registrado,False,True,True
18180,4246,3543/2024,SRE/3543/2024,CVM/SRE/AUT/DEB/PRI/2024/715,Debêntures,PRIMARIA,Oferta Encerrada,ASCENTY DATA CENTERS E TELECOMUNICAÇÕES S.A.,13.743.550/0001-42,ITAU BBA ASSESSORIA FINANCEIRA S.A,04.845.753/0001-59,"569.800.000,0000",21/11/2024,OPD Aut Profissional - com bookbuilding - Emissor Não Registrado,False,True,True
18315,4246,3612/2024,SRE/3612/2024,CVM/SRE/AUT/DEB/PRI/2024/714,Debêntures,PRIMARIA,Oferta Encerrada,AUTOGERACAO SOLAR PARTICIPACOES VII S.A,55.167.344/0001-81,TERRA INVESTIMENTOS DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,03.751.794/0001-13,"106.100.000,0000",21/11/2024,OPD Aut Profissional - sem bookbuilding - Emissor Não Registrado,False,False,True
18233,4246,3548/2024,SRE/3548/2024,CVM/SRE/AUT/DEB/PRI/2024/711;CVM/SRE/AUT/DEB/PRI/2024/712;CVM/SRE/AUT/DEB/PRI/2024/713,Debêntures,PRIMARIA,Oferta Encerrada,ATLAS PROJECT HOLDING 2 S.A.,52.781.067/0001-04,BANCO BRADESCO BBI S.A.,06.271.464/0001-19,"1.000.000.000,0000",19/11/2024,OPD Aut Profissional - com bookbuilding - Emissor Não Registrado,False,True,True
18187,4246,3508/2024,SRE/3508/2024,CVM/SRE/AUT/DEB/PRI/2024/710,Debêntures,PRIMARIA,Oferta Encerrada,AGUAS DE PALHOCA S.A,57.341.135/0001-38,ITAU BBA ASSESSORIA FINANCEIRA S.A,04.845.753/0001-59,"120.000.000,0000",18/11/2024,OPD Aut Profissional - com bookbuilding - Emissor Não Registrado,False,True,True
18113,4246,3455/2024,SRE/3455/2024,CVM/SRE/AUT/DEB/PRI/2024/709,Debêntures,PRIMARIA,Oferta Encerrada,CONCESSIONARIA RODOVIAS DO SUL DE MINAS SPE S.A.,48.127.008/0001-40,BANCO SANTANDER (BRASIL) S.A.,90.400.888/0001-42,"500.000.000,0000",14/11/2024,OPD Aut Profissional - com bookbuilding,False,True,True
17960,4246,3311/2024,SRE/3311/2024,CVM/SRE/AUT/DEB/PRI/2024/708,Debêntures,PRIMARIA,Oferta Encerrada,NEOENERGIA MORRO DO CHAPEU TRANSMISSAO E ENERGIA S.A.,28.438.834/0001-00,BTG PACTUAL INVESTMENT BANKING LTDA.,46.482.072/0001-13,"432.000.000,0000",12/11/2024,OPD Aut Profissional - com bookbuilding - Emissor Não Registrado,False,True,True
17996,4246,3348/2024,SRE/3348/2024,CVM/SRE/AUT/DEB/PRI/2024/707,Debêntures,PRIMARIA,Oferta Encerrada,VIBRA ENERGIA S/A,34.274.233/0001-02,"UBS BRASIL CORRETORA DE CAMBIO, TITULOS E VALORES MOBILIARIOS S.A.",02.819.125/0001-73,"2.000.000.000,0000",12/11/2024,OPD Aut Profissional - com bookbuilding - EGEM ou EFRF,False,True,True
18155,4246,3484/2024,SRE/3484/2024,CVM/SRE/AUT/DEB/PRI/2024/705;CVM/SRE/AUT/DEB/PRI/2024/706,Debêntures,PRIMARIA,Oferta Encerrada,Platão Capital S.A.,49.703.913/0001-63,BR PARTNERS BANCO DE INVESTIMENTO S.A.,13.220.493/0001-17,"150.000.000,0000",12/11/2024,OPD Aut Profissional - com bookbuilding - Emissor Não Registrado,False,True,True
17865,4246,3238/2024,SRE/3238/2024,CVM/SRE/AUT/DEB/PRI/2024/704,Debêntures,PRIMARIA,Oferta Encerrada,GIGA MAIS FIBRA TELECOMUNICAÇÕES S.A.,07.714.104/0001-07,ITAU BBA ASSESSORIA FINANCEIRA S.A,04.845.753/0001-59,"250.000.000,0000",12/11/2024,OPD Aut Profissional - com bookbuilding,True,True,True
17977,4246,3388/2024,SRE/3388/2024,CVM/SRE/AUT/DEB/PRI/2024/702,Debêntures,PRIMARIA,Oferta Encerrada,OCEÂNICA ENGENHARIA E CONSULTORIA S.A.,29.980.141/0001-08,BANCO SANTANDER (BRASIL) S.A.,90.400.888/0001-42,"2.124.891.600,0000",07/11/2024,OPD Aut Profissional - com bookbuilding,False,True,True
18091,4246,3427/2024,SRE/3427/2024,CVM/SRE/AUT/DEB/PRI/2024/701,Debêntures,PRIMARIA,Oferta Encerrada,CONCESSIONÁRIA DO RODOANEL OESTE S.A.,09.387.725/0001-59,BTG PACTUAL INVESTMENT BANKING LTDA.,46.482.072/0001-13,"130.000.000,0000",07/11/2024,OPD Aut Profissional - com bookbuilding - Emissor Não Registrado,False,True,True
17922,4246,3273/2024,SRE/3273/2024,CVM/SRE/AUT/DEB/PRI/2024/698;CVM/SRE/AUT/DEB/PRI/2024/699;CVM/SRE/AUT/DEB/PRI/2024/700,Debêntures,PRIMARIA,Oferta Encerrada,COSAN S.A.,50.746.577/0001-15,BANCO BRADESCO BBI S.A.,06.271.464/0001-19,"2.500.000.000,0000",07/11/2024,OPD Aut Profissional - com bookbuilding,False,True,True
18047,4246,3393/2024,SRE/3393/2024,CVM/SRE/AUT/DEB/PRI/2024/697,Debêntures,PRIMARIA,Oferta Encerrada,AXIS SOLAR XI EMPREENDIMENTOS E PARTICIPACOES S.A.,55.511.006/0001-15,GLPG DTVM,28.650.236/0001-92,"16.000.000,0000",07/11/2024,OPD Aut Profissional - com bookbuilding,False,True,True
18119,4246,3456/2024,SRE/3456/2024,CVM/SRE/AUT/DEB/PRI/2024/696,Debêntures,PRIMARIA,Oferta Encerrada,CONCESSIONARIA DE ILUMINACAO PUBLICA CONECTA CAMPINAS SA,46.976.719/0001-63,OSLO CAPITAL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,13.673.855/0001-25,"40.000.000,0000",06/11/2024,OPD Aut Profissional - sem bookbuilding - Emissor Não Registrado,False,False,True
18040,4246,3389/2024,SRE/3389/2024,CVM/SRE/AUT/DEB/PRI/2024/694;CVM/SRE/AUT/DEB/PRI/2024/695,Debêntures,PRIMARIA,Oferta Encerrada,LOCALIZA  FLEET S.A.,02.286.479/0001-08,ITAU BBA ASSESSORIA FINANCEIRA S.A,04.845.753/0001-59,"1.750.000.000,0000",06/11/2024,OPD Aut Profissional - com bookbuilding,False,True,True
18002,4246,3353/2024,SRE/3353/2024,CVM/SRE/AUT/DEB/PRI/2024/692;CVM/SRE/AUT/DEB/PRI/2024/693,Debêntures,PRIMARIA,Oferta Encerrada,HIGHLINE DO BRASIL II INFRAESTRUTURA DE TELECOMUNICACOES S.A.,27.902.165/0001-05,BANCO BRADESCO BBI S.A.,06.271.464/0001-19,"2.300.000.000,0000",05/11/2024,OPD Aut Qualificado - com bookbuilding  - Emissor Não Registrado,False,True,True
17826,4246,3192/2024,SRE/3192/2024,CVM/SRE/AUT/DEB/PRI/2024/689;CVM/SRE/AUT/DEB/PRI/2024/690;CVM/SRE/AUT/DEB/PRI/2024/691,Debêntures,PRIMARIA,Oferta Encerrada,VALE S.A.,33.592.510/0001-54,ITAU BBA ASSESSORIA FINANCEIRA S.A,04.845.753/0001-59,"6.000.000.000,0000",04/11/2024,OPD Aut Profissional - com bookbuilding - EGEM ou EFRF,False,True,True
18065,4246,3412/2024,SRE/3412/2024,CVM/SRE/AUT/DEB/PRI/2024/687;CVM/SRE/AUT/DEB/PRI/2024/688,Debêntures,PRIMARIA,Oferta Encerrada,TIGRE S.A. PARTICIPAÇÕES,84.684.455/0001-63,BANCO SAFRA S/A,58.160.789/0001-28,"651.000.000,0000",01/11/2024,OPD Aut Profissional - com bookbuilding,True,True,True
17916,4246,3275/2024,SRE/3275/2024,CVM/SRE/AUT/DEB/PRI/2024/686,Debêntures,PRIMARIA,Oferta Encerrada,SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.,07.594.978/0001-78,"UBS BRASIL CORRETORA DE CAMBIO, TITULOS E VALORES MOBILIARIOS S.A.",02.819.125/0001-73,"300.000.000,0000",30/10/2024,OPD Aut Profissional - com bookbuilding,False,True,True
17961,4246,3314/2024,SRE/3314/2024,CVM/SRE/AUT/DEB/PRI/2024/684;CVM/SRE/AUT/DEB/PRI/2024/685,Debêntures,PRIMARIA,Oferta Encerrada,RIALMA TRANSMISSORA DE ENERGIA V S.A.,51.715.706/0001-70,BTG PACTUAL INVESTMENT BANKING LTDA.,46.482.072/0001-13,"1.500.000.000,0000",30/10/2024,OPD Aut Profissional - com bookbuilding - Emissor Não Registrado,False,True,True
17925,4246,3282/2024,SRE/3282/2024,CVM/SRE/AUT/DEB/PRI/2024/683,Debêntures,PRIMARIA,Oferta Encerrada,IVI ENERGIA S.A.,50.167.742/0001-84,BANCO VOTORANTIM S.A.,59.588.111/0001-03,"150.000.000,0000",29/10/2024,OPD Aut Profissional - com bookbuilding - Emissor Não Registrado,False,True,True
17958,4246,3325/2024,SRE/3325/2024,CVM/SRE/AUT/DEB/PRI/2024/682,Debêntures,PRIMARIA,Oferta Encerrada,AGRONUTRI PARTICIPACOES S.A.,55.968.005/0001-02,BANCO VOTORANTIM S.A.,59.588.111/0001-03,"45.000.000,0000",29/10/2024,OPD Aut Profissional - com bookbuilding - Emissor Não Registrado,False,True,True
17688,4246,3120/2024,SRE/3120/2024,CVM/SRE/AUT/DEB/PRI/2024/680;CVM/SRE/AUT/DEB/PRI/2024/681,Debêntures,PRIMARIA,Oferta Encerrada,FLEURY SA,60.840.055/0001-31,ITAU BBA ASSESSORIA FINANCEIRA S.A,04.845.753/0001-59,"1.125.000.000,0000",28/10/2024,OPD Aut Profissional - com bookbuilding,False,True,True
17632,4246,3058/2024,SRE/3058/2024,CVM/SRE/AUT/DEB/PRI/2024/679,Debêntures,PRIMARIA,Oferta Encerrada,VERT COMPANHIA SECURITIZADORA,25.005.683/0001-09,BANCO MODAL S.A.,30.723.886/0001-62,"200.000.000,0000",25/10/2024,OPD Aut Profissional - com bookbuilding,False,True,True
